parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group
nkt effector,FACS,300,298,8.375231695760643,0.06025103537554083,0.04831912826278537,0.03250167945746217,7.946375454696085,0.06484183502827172,0.020965274734611832,0.041816768904546824,0.42885624106452486,0.05457187694251964,2.3686627215471906e-14,0.02735385352819514,0.05162564685698029,0.5964492009537109,0.3109454,0.4184540002195048,0.30047212537260737,0.8183403948085997,Immunology,nkt cells
nkt resting,FACS,300,298,7.858732714995111,0.06507499974148277,-0.013449622683963226,0.033505335905840136,7.713738903273116,0.06604144109415233,0.001480333646665607,0.036519794030704315,0.14499381172199932,0.05130495526214983,0.004898685426385749,-0.014929956330637319,0.048161703172776765,0.7566918028913192,0.3252153,0.35637169191164564,0.12330321422468703,0.8432386959963356,Immunology,nkt cells
nkt subsets (q1),Immunophenotyping,603,602,6.144973491664445,0.3541571149485219,-0.004211502278112513,0.02319230660166628,6.051422389796649,0.3541643368778844,-0.02674319553973688,0.023623052470085042,0.0935511018943731,0.031136190571152265,0.0027298937996013037,0.02253169319173559,0.029243236062242977,0.4412010111034722,0.27656320262678197,0.3365312743,0.06430944172249793,0.9441413981830881,Immunology,nkt cells
nkt subsets (q3),Immunophenotyping,537,533,5.8261555591734,0.4844814536516849,-0.007524089692471026,0.06938222651179034,5.579975598294684,0.4847556463785359,-0.04996634268813876,0.06930213089326157,0.24617996092762492,0.044651853060857734,4.6645149866281456e-8,0.042442253012827724,0.04411813408177813,0.336314666184203,0.3572611957683147,0.458848999,0.13060871652383832,0.9325895453394487,Immunology,nkt cells
nkt total,FACS,300,298,8.877508243099856,0.05892825176882089,0.026205401805363498,0.028274599457578112,8.564277196257132,0.06090866374263335,0.0018793326585340615,0.03336730767462121,0.3132310468427254,0.04521832557258109,1.3160110617802215e-11,0.02432606914682505,0.04252979310879016,0.5675924816184741,0.2717274,0.3286265522129887,0.2481408567083428,0.8634427639145051,Immunology,nkt cells
number of live cells acquired panel 1,FACS,308,305,12.45398609342736,0.06152669575282486,-0.03449329859598356,0.05365207467170085,12.390620546945867,0.06745722181782714,0.06883740417812624,0.06137730591861695,0.0633655464815146,0.0829257779433372,0.4451414908342667,-0.10333070277412261,0.08022277486493196,0.19830468995666176,0.5621636,0.6485363873447089,0.05816555113596763,0.4338133376412852,Immunology,number of live cells acquired panel 1
number of live cells acquired panel 2,FACS,308,304,12.611131656693168,0.07198567494461713,-0.010095568500446597,0.052557451553012495,12.471610100269121,0.08565984970393671,0.061977956885932835,0.07194282848769872,0.13952155641885144,0.09123102489928828,0.12679638156432324,-0.07207352538762164,0.08732306742863363,0.40954428279804655,0.5269835,0.7513914518319891,0.07071930374856214,0.5975416483932602,Immunology,number of live cells acquired panel 2
others,Immunophenotyping,750,749,12.243098983028682,0.16335656196953052,0.006453682779242134,0.01902110813639084,12.283698295281312,0.1634433404840436,-0.00873188723579102,0.01978134275003032,-0.04059931221767707,0.023457870320759567,0.08376014006806548,0.015185570030300835,0.021112535272024134,0.47211789336304266,0.225691276,0.2957857531787917,0.03713111622642691,0.869917169611792,Immunology,others
percentage of live gated events in panel a,Immunophenotyping,726,726,4.210002868133591,0.16408478710268404,0.0017119331856778382,0.01829759391281253,4.250028720583086,0.16407545692777914,0.004029409174819132,0.018240208752099786,-0.0400258524400991,0.004982360728870395,2.3387315737664797e-15,-0.0023174760118844402,0.004798625700335017,0.6292265620159356,0.052621403,0.05187532647795902,0.056121979526161415,0.9911340597146042,Immunology,percentage of live gated events
percentage of live gated events in panel b,Immunophenotyping,726,731,4.2031464865877135,0.15134904024914211,0.0013799606539151594,0.01607089781896386,4.237947447372482,0.15133921645469192,0.004411795119914706,0.016004719655681905,-0.03480096078484422,0.005067971248396789,1.0723514453596341e-11,-0.003031834466251313,0.0048573836146968315,0.5326396699623046,0.053902036466513564,0.0535131886,0.05330613093606821,0.989159133886867,Immunology,percentage of live gated events
rp macrophage (f4/80+),Immunophenotyping,233,231,8.627544340650863,0.08233568498963303,0.018646371314804885,0.037353999669348534,8.670695898500002,0.0799097828452652,0.04623208915247142,0.027174286195868397,-0.043151558110204484,0.042898290259832855,0.3151069731482256,-0.02758571760365261,0.034459633757668494,0.42391221366371223,0.2767995,0.2064539848976442,0.0841022798352118,0.9230458688849067,Immunology,rp macrophage (f4/80+)
t cells (panel a),Immunophenotyping,689,688,11.323008723999637,0.16063557521818178,-0.01792352857045949,0.019430910386329662,11.324419374608194,0.16057458031076846,-0.015224505966788954,0.019415806485720857,-0.0014106506375563006,0.02679160347663402,0.9580183254971878,-0.002699022604196565,0.023617851101067153,0.9090378714410238,0.2549471,0.3217076403922127,0.029023940271885564,0.8599529275633849,Immunology,t cells
t cells (panel b),Immunophenotyping,746,748,11.285585551982848,0.09820812466284005,-0.03867924662649451,0.019405255887860767,11.290081460106325,0.09826870075739835,-0.021181785057081577,0.019225511942333663,-0.004495908080365996,0.02587222289809879,0.8620732611667641,-0.017497461555590274,0.022230922294295713,0.4313946106131079,0.25348717379438895,0.315227389,0.0561205670895662,0.8611976104979535,Immunology,t cells
t subset,Immunophenotyping,603,603,10.22689505036552,0.13684408965630074,-0.02334696643112623,0.020035878179448605,10.356884971355397,0.13755381165633654,-0.008333856076697068,0.024782826026637637,-0.12998992095750886,0.02879224357187609,7.140681497534435e-6,-0.015013110350330913,0.027245091439896993,0.5817374061036527,0.206439174418175,0.36049134,0.08088214208952763,0.8928278025931085,Immunology,t cells
t/nkt/b1,FACS,300,298,11.531326303956593,0.040372876136538546,0.03526081360438873,0.028176707803063573,11.361819349551336,0.04721917408527179,0.056145961555434235,0.03831098249400499,0.169506954424092,0.048679173124647195,5.40703189309305e-4,-0.020885147934933596,0.04656296545842681,0.6539594661569128,0.273148,0.3925543649273454,0.13865756505061436,0.6353286504976936,Immunology,nkt cells
total cell count in spleen,FACS,296,289,18.6706415569806,0.026490476197874827,0.07985425173166984,0.020530363179807384,18.457525387232096,0.024758404960786892,0.0781255333243429,0.018700954501459643,0.21311616974841807,0.028682470631364344,4.77962407378289e-13,0.0017287184125503441,0.027152887593970717,0.9492617487061801,0.2117467,0.18295338594311228,0.2675408921083735,0.6454046009060843,Immunology,total cell count in spleen
total number of acquired events in panel a,Immunophenotyping,748,748,12.985524435179377,0.20437689819362706,-0.0024224626537426987,0.02471147578990754,12.973662094598476,0.2046814682854696,-0.023567473529136084,0.027449333705551606,0.011862340633752737,0.026765590617804712,0.6577068200587128,0.021145010877385507,0.024800189897532667,0.39404578198515683,0.22953189,0.36547524540015985,0.029016918104007246,0.8805794961385855,Immunology,number events
transitional b cells,Immunophenotyping,138,140,9.519713837980422,0.12160179492257189,0.05044707417189412,0.10425370336933303,9.81548177096862,0.11301266099014116,-0.04125111030462439,0.09172755546669632,-0.295767932988119,0.07128515499786192,4.734655518562053e-5,0.09169818447661056,0.06825359616044248,0.18046599068169358,0.36803829,0.2559488833542468,0.2601301816721843,0.8491764708379171,Immunology,B cells
transitional b cells (cd21/35 low),Immunophenotyping,452,454,9.477043813844219,0.4676355174012614,0.04531777763424782,0.035057969590717546,9.52213619897025,0.46791414852394786,-0.0035260748011732815,0.03457706727498689,-0.04509238490470602,0.03699372108526542,0.22327322105442665,0.04884385243027991,0.03656219213323763,0.18199971427015996,0.270361254946813,0.3576272976,0.038547500316733437,0.9592460976333093,Immunology,B cells
tregs,FACS,300,298,8.522025030206379,0.04431228265278823,0.06812866001498041,0.027712198985404553,8.338576489999964,0.04812116196184736,0.058208536418889255,0.034513896636971915,0.18344854017813877,0.045522872879512476,6.444176690774957e-5,0.00992012356902544,0.04318553339012033,0.8184107736282575,0.2679443,0.34650874375365315,0.1358443793448282,0.7275501364147999,Immunology,tregs
tregs effector,FACS,300,298,7.73576573380784,0.04649364854089521,0.08458921759915979,0.029855629740114,7.53062536598247,0.056243737681214614,0.0720079490907489,0.04477156246222906,0.20514036782536724,0.0550928521275204,2.1861341320882123e-4,0.012581268508427848,0.052728367258742206,0.8115086302233316,0.2850892,0.46117393919865607,0.13724178045273297,0.656269496756671,Immunology,tregs
tregs resting,FACS,300,298,7.865433659158281,0.055548081124045134,0.06579558958289396,0.036688773211220965,7.677002068438023,0.06116681815071954,0.06894228274032599,0.04605488763939818,0.18843159072041876,0.06047064236285052,0.0019372034973168081,-0.003146693157313036,0.05750430490323114,0.9563824218294975,0.3559238,0.4647009556951306,0.11020734490634831,0.6881667182542245,Immunology,tregs
area under glucose response curve,Intraperitoneal glucose tolerance test (IPGTT),11466,11410,9.262974048401068,0.05025203868831655,0.036847081944219214,0.022801393919602213,9.635390290021348,0.05024504783646189,0.07089594426249461,0.022756682308422222,-0.37241624167575277,0.007077518158193895,0,-0.03404886234731258,0.006635267424202187,2.901167817755305e-7,0.3247883634978836,0.30245802,0.498766211105752,0.7264593676365952,Metabolism,area under glucose response curve
fasted blood glucose concentration,Intraperitoneal glucose tolerance test (IPGTT),11523,11489,4.513448056813623,0.04895515979102102,0.012545900929224085,0.007954781741429674,4.546495584708913,0.04896066270432603,0.042517879528706504,0.007981222538094433,-0.033047527869376134,0.0031965433491836595,5.443554349973103e-25,-0.029971978617107375,0.0029532274887492074,3.828369564446859e-24,0.13524716373122114,0.13894645,0.16609596859186548,0.8431128595593793,Metabolism,fasted blood glucose concentration
glucose,Clinical Chemistry,9104,9141,5.16942310700117,0.1485845967094417,-0.00746939395314743,0.01283100480604238,5.220591210042754,0.14856527847224393,0.015144725499707386,0.012970167788952191,-0.0511681030284313,0.004285234467517651,9.949526518241135e-33,-0.022614119457136473,0.003967519561112634,1.220070990105586e-8,0.16909844858475284,0.162188673,0.04203447489474454,0.9717748207434833,Metabolism,glucose
initial response to glucose challenge,Intraperitoneal glucose tolerance test (IPGTT),11503,11460,5.398077786307059,0.0269270307458677,-0.017261413761436722,0.01262050111929382,5.551851363543015,0.026953175164819664,-0.024437271054734137,0.012648473594460469,-0.15377357766670105,0.005560724007819175,2.994909265087646e-165,0.007175857320557757,0.005210922291337535,0.16850274228552284,0.24674784525325275,0.24879646,0.21604365289951238,0.5475238513916326,Metabolism,initial response to glucose challenge
insulin,Insulin Blood Level,1186,1206,6.586222996577896,0.22512359660917228,0.2500342117443322,0.04123604692824624,6.777043136121244,0.22456678699410731,0.4210472380698282,0.03774187701674733,-0.1908201395542976,0.04120819779489234,3.886613570743682e-6,-0.17101302632197424,0.03958004606443827,1.6338726893141675e-5,0.7108824649418835,0.6062049,0.42263715644346433,0.7388923789621031,Metabolism,insulin
respiratory exchange ratio,Indirect Calorimetry,2859,6426,-0.10150811467712495,0.009296222331536576,-0.011827930278105367,0.002021410762631844,-0.08608232227071462,0.00915186937412463,-0.009003902629916485,0.001603018831446701,-0.0154257924065666,0.0018833379517619881,3.0313714031220063e-16,-0.002824027652900518,0.0016027480847825683,0.0781117628589923,0.03537515632335242,0.033632242,0.11818627748958138,0.7969723950318076,Metabolism,respiratory exchange ratio
total food intake,Indirect Calorimetry,2489,3941,1.2202325716882965,0.12021348096314946,-0.010281766509252964,0.01599692400305582,1.2380037418161027,0.11973034727134298,-0.0055305351145305505,0.013261611110745985,-0.01777117013044267,0.013866750848033781,0.2000489373638854,-0.004751231386324501,0.01321904052921855,0.7192923161437018,0.2565223836508877,0.26446272,0.010498149948155283,0.8738865153251352,Metabolism,total food intake
total water intake,Indirect Calorimetry,1083,2502,1.8704910113976034,0.49284073365134656,0.020925047762064875,0.019677200578858516,1.7900942728747449,0.49256160786801917,6.942217195115162e-4,0.014293942866518828,0.0803967385197914,0.018250452550638244,1.0930419507553955e-5,0.020230826038499423,0.014874459208193004,0.17389653685811435,0.22982514448294597,0.13424728,0.017380292773383217,0.9934336220096461,Metabolism,total water intake
body length,Body Composition (DEXA lean/fat),8439,8475,2.267468744906124,0.013581876184826201,0.02902648634832159,0.0021409209198427963,2.2589449596197912,0.013579344282152407,0.028448496437463652,0.0021478299281331025,0.008523785298013913,6.05965002397369e-4,1.1974729945854986e-44,5.779899090688123e-4,5.507194874066975e-4,0.29395730502274275,0.022203144,0.022765999158296902,0.3682457233986988,0.9481084421498189,Morphology,body length
bone area,Body Composition (DEXA lean/fat),10900,10938,2.163306479551239,0.03235931272091303,0.0824691912616782,0.015356699615118057,2.123126568709428,0.03235115173099907,0.08475348748709752,0.015376030222378824,0.040179911115395005,0.001903969475462695,1.0204098438600085e-97,-0.0022842962184459075,0.0017554402427100019,0.19318314634302797,0.07973765,0.08284929044888012,0.4266618490932702,0.8731530200243297,Morphology,bone area
bone mineral content (excluding skull),Body Composition (DEXA lean/fat),10900,10938,-0.759384840803691,0.05964454408232553,0.11945749926025777,0.021632596849927167,-0.8383746697106932,0.05963857053708076,0.1272176788743096,0.021651277163436723,0.07898982900466542,0.002157586851967892,1.8140642466713189e-283,-0.0077601796263588995,0.002003467436986034,1.077040249286242e-4,0.09047201,0.09654746744035532,0.416930258810516,0.9205881602260088,Morphology,bone mineral content (excluding skull)
bone mineral density (excluding skull),Body Composition (DEXA lean/fat),10901,10938,-2.933835566166734,0.06809303897169464,0.03750736319565274,0.006276219630238754,-2.973191074857412,0.06809236702581752,0.04135179154505758,0.006296628294469055,0.03935550878992273,0.0011374223008877333,2.4203366302222164e-254,-0.0038444282938003334,0.0010397552547916182,2.1841038431981706e-4,0.0438206,0.051393380895959906,0.1408503753041855,0.9737452243580077,Morphology,bone mineral density (excluding skull)
fat mass,Body Composition (DEXA lean/fat),11011,11011,1.5042419230270616,0.10589722519029261,0.3828756777211765,0.029587965205700142,1.3935671086969244,0.10590598663365784,0.31104473421124307,0.02967703092084149,0.11067481498476923,0.0045340088794739416,1.3511555716467415e-129,0.0718309439483829,0.004151312666501565,1.44896662442664e-66,0.17131274,0.21348567357977108,0.5803954098259879,0.9325691129135402,Morphology,fat mass
fat/body weight,Body Composition (DEXA lean/fat),11000,11008,-1.748865569133715,0.10598453408166497,0.23623429606741148,0.029510150132794375,-1.860393395976928,0.10599309905929007,0.16415017866855003,0.029599478067834268,0.11152782649712994,0.004536118250074811,2.0278126773695913e-131,0.07208411745114728,0.00415384674665848,6.12195226079965e-67,0.17130126,0.21362351620002712,0.3560661793823909,0.9107432970664671,Morphology,fat mass
lean mass,Body Composition (DEXA lean/fat),11012,11012,2.8897428826170866,0.021919630641301126,0.10690803677113474,0.00309116519675413,2.9274280364828327,0.02192079319427582,0.11739860613356697,0.0031454301798815496,-0.037685200376985924,0.001190389582405111,2.2513927831511007e-214,-0.01049056947010981,0.001083916889786046,4.1921707728802973e-22,0.0426001732,0.0569964138354968,0.7141805446255507,0.9591300948455438,Morphology,lean mass
lean/body weight,Body Composition (DEXA lean/fat),11001,11009,-0.37759103950012646,0.026847044535288557,-0.039612832220020384,0.003237475421406059,-0.34072884747224325,0.02684450449619263,-0.029342209250539115,0.0032903825492051017,-0.03686219209668801,0.0011875679430589088,2.2907434212300178e-206,-0.01027062296325249,0.001082116552221871,2.546971470070349e-21,0.042442048,0.05699916017257963,0.20220488100462852,0.9153020719981174,Morphology,lean mass
left kidney,Organ Weight,1066,1118,-1.8859884416287893,0.005864833273837843,0.08930026410826485,0.004953713686411404,-1.7669034313152836,0.005317885854913377,0.09760538060170836,0.004555116961883123,-0.1190850103163308,0.006811927872790613,8.070007220373677e-64,-0.008305116495195948,0.006577461403251429,0.20685667202025138,0.09924886761205358,0.08697142,0.8225738443178323,0.8478376042806308,Morphology,kidney weight
number of caudal vertebrae,X-ray,2789,2739,3.236693633410515,0.04066794775370727,0.0010135384504022687,7.591192554223327e-4,3.2341858834886774,0.040666089504229695,0.001392107307340725,7.901976716874528e-4,0.0025077499283039303,8.162532889045653e-4,0.002136401989873165,-3.785688632107473e-4,7.801804113825265e-4,0.6275338153561529,0.019258104972138396,0.0177858325,0.009745883776063797,0.9802188278061058,Morphology,number of caudal vertebrae
number of center entries,Open Field,6567,6540,4.508400168539138,0.23539128860619316,-0.004496519386147387,0.021727627914483853,4.484165151556167,0.23536185318342015,0.005313194462245296,0.0214710095132245,0.024235012895640833,0.011455227888703356,0.034397620259538735,-0.009809716522867154,0.010641603541397666,0.35663803767228575,0.34404177,0.3306239406334579,0.015224962654356269,0.9171447572011046,Morphology,number of center entries
number of digits,X-ray,5769,5715,2.9958364104793813,6.904203400850086e-5,-5.06485092606286e-6,4.888561829302109e-5,2.995797748609368,6.35830574844651e-5,-4.9679306567379865e-6,4.534470302474673e-5,3.866187099444988e-5,5.193267581428312e-5,0.4566154117546074,-9.692061682630275e-8,5.1527827529132055e-5,0.998499268614376,0.002048066,0.0017195229331672104,0.013812303531130093,0.0913693059635842,Morphology,number of digits
number of lumbar vertebrae,X-ray,4714,4664,1.7916792200085467,2.1595288319803963e-4,2.931241573871542e-5,1.7309910836092903e-4,1.7911859678955102,2.99039463088658e-4,-1.462214445790774e-4,2.865633290886598e-4,4.93252087038219e-4,3.068903925896978e-4,0.10803693829018318,1.7553384228489265e-4,3.0169343850740656e-4,0.560698482036011,0.007020693,0.013501796854967796,0.02622558674586191,0.059770912878514916,Morphology,number of lumbar vertebrae
number of rears - total,Open Field,5470,5426,4.781366865258633,0.10923492188065252,0.06440571679150124,0.020261290770372982,4.819652099011161,0.10927449308118826,0.07950432111287054,0.01824602757281572,-0.038285233786554546,0.015659688525900915,0.014510398720038712,-0.01509860430635017,0.01421051754066715,0.28803832706574084,0.4849618119598,0.44824442,0.13932263780415882,0.6652237835463353,Morphology,number of rears - total
number of ribs left,X-ray,5854,5791,2.5650720899566966,9.500750755914026e-5,8.092197206552762e-5,7.137126441795501e-5,2.564860296261666,9.054558670294355e-5,5.858847848795481e-5,6.961707889821833e-5,2.1179369501966446e-4,9.91231416339515e-5,0.032649167150512456,2.2333493599747082e-5,9.622035949457977e-5,0.8164591208618797,0.003554828,0.003605557005606679,0.020537456469802824,0.22184385808603438,Morphology,number of ribs
number of ribs right,X-ray,5854,5791,2.564873581968067,7.077590557128257e-5,-5.745614294345591e-5,5.873511706911726e-5,2.564895690860018,7.646172919154673e-5,-4.345168097893375e-5,6.684238258169131e-5,-2.210889308861453e-5,8.623196202704675e-5,0.7976561268677369,-1.4004462390921715e-5,8.336010300648348e-5,0.8665870527796994,0.002811417,0.00335646983605608,0.011836308553395326,0.24658295538018127,Morphology,number of ribs
number of signals,Electrocardiogram (ECG),6006,5936,3.151632117173124,0.24229318318484536,7.387490755187772e-4,0.008046137301308914,3.1517772937292716,0.24231642576117793,0.009396140569130997,0.007382892172711161,-1.4517646133919559e-4,0.009624450044252988,0.9879653589707309,-0.008657391547297432,0.008463296902791833,0.3063636616370122,0.3003116976,0.3027686795766309,0.008303437122077682,0.8873001881822994,Morphology,number of signals
number of thoracic vertebrae,X-ray,4714,4664,2.5649681071604027,2.1736393831931815e-5,4.491679730759234e-6,2.2077088150798214e-5,2.564971400011752,2.1568334466843105e-5,-8.986296748891392e-6,2.1232391591158733e-5,-3.2928510146295325e-6,3.060621677456475e-5,0.9143254711867234,1.3477976529236436e-5,3.061987120476545e-5,0.659825137105049,0.001079342,0.0010850927899351969,0.004863236898734901,0.0049705149947765394,Morphology,number of thoracic vertebrae
right kidney,Organ Weight,1067,1120,-1.8320682023402681,0.005735944493655501,0.09135123594540576,0.0050004479527039755,-1.721081000880052,0.005241027933118321,0.10151801747032854,0.004684904625685674,-0.11098720144272965,0.006926788834747819,1.7727014941970466e-54,-0.010166781515419688,0.006710696017819018,0.12992633774324014,0.10031777649125706,0.09036697,0.8199337909144016,0.8391281031591316,Morphology,kidney weight
spleen weight,Immunophenotyping,3267,3274,-1.7720012015674267,0.639315800277458,0.09719447245301172,0.015160526421672439,-2.0341132563971995,0.6393336867861442,0.12090996368045669,0.01611842756519985,0.2621120548279492,0.0076097672276898105,3.777434894412086e-235,-0.023715491230266658,0.007423286972028068,0.00140762735006578,0.1253791,0.23271260540274272,0.044147277878967994,0.9954061530735242,Morphology,spleen weight
tibia length,X-ray,5527,5485,2.9019938889321395,0.006254275082718544,0.014820320706432723,8.767426493233416e-4,2.89356911150926,0.006253138729782758,0.009988889019367597,8.683003706438845e-4,0.008424777427821115,5.919937908088152e-4,1.797447016715097e-45,0.004831431686695892,5.592465143532453e-4,6.617651334031835e-18,0.016667678,0.016847318003776635,0.248819819921677,0.9040185868574071,Morphology,tibia length
alanine aminotransferase,Clinical Chemistry,8396,8423,3.487410717786425,0.07470836936282202,-0.030471544772506746,0.01703340685158801,3.640947145289649,0.07460654842997193,-0.004643465744995551,0.017455052037002344,-0.15353642780527438,0.009493998808065283,2.4671078145849523e-58,-0.025828078102847856,0.008703777634804977,0.0030074750202786233,0.35245606901884735,0.36903914,0.12965044734628367,0.7128524008973219,Physiology,alanine aminotransferase
albumin,Clinical Chemistry,8422,8460,3.431573247025541,0.025971628266856745,0.008669392639212027,0.004026345667561584,3.359310543081878,0.025969199695711046,0.0014578679977976733,0.004106025262604339,0.07226270403051992,0.0013489802233787583,0,0.007211524672239442,0.0012318074489011757,4.885864357607044e-9,0.04321260302696614,0.057182003,0.26134732722781906,0.9186961958281287,Physiology,albumin
albumin to creatinine ratio,Urinalysis,363,362,2.454814172135121,0.05708217143269237,-0.12526063714641805,0.04603138674121299,2.950446827805576,0.05234609923417752,-0.02291109586750261,0.04399072311209095,-0.495632655658953,0.04544364307900822,1.2985447767545044e-25,-0.1023495412711885,0.04333871186179608,0.018479620913492246,0.39356858,0.3020302434235266,0.43754297664046127,0.6563707362487743,Physiology,albumin to creatinine ratio
alkaline phosphatase,Clinical Chemistry,8343,8388,4.968736224166014,0.13557356731371759,-0.06645089680049505,0.00777971040375826,4.612999126482931,0.135567866916807,-0.055624968694457246,0.007916844831635446,0.35573709768484585,0.003132713711286235,0,-0.010825928084275438,0.002856225075490119,1.5105982738804782e-4,0.11076963098024638,0.121769854,0.37056174871929937,0.9813576267605423,Physiology,alkaline phosphatase
alpha-amylase,Clinical Chemistry,5517,5586,6.403685335764583,0.07243310791918406,0.05215896244854068,0.006312005472928305,6.532065617783639,0.0724323480997883,0.06667649566295947,0.006411102927033578,-0.12838028202910312,0.003435411393815061,2.793155714033649e-286,-0.014517533295824347,0.0033097431678291234,1.1647068175020585e-5,0.103753321,0.10518837593362004,0.4794180847963891,0.9019706150249569,Physiology,alpha-amylase
aspartate aminotransferase,Clinical Chemistry,8332,8368,4.255670367707487,0.11418841131863681,-0.08619437449759328,0.02188175349184803,4.263647786612385,0.11412331621514041,-0.042054558457037296,0.02211864295073316,-0.007977418771180907,0.008658030052813738,0.3568619500795621,-0.04413981456023796,0.007919774511107534,2.5418653873589792e-8,0.32132762037797036,0.323688048,0.10214117938652152,0.8502305504012346,Physiology,aspartate aminotransferase
body temp,Echo,1057,491,3.6077806948239353,0.001631242788414038,0.0010904093381269213,0.001214530903844098,3.607753347182059,0.0020156944336155954,-2.666156854470275e-4,0.0013383217856538692,2.7347641746886627e-5,0.0019402442170994574,0.9887565410139287,0.0013570250244357145,0.0015386020032903504,0.3779586834080746,0.0212313904,0.01639999351500814,0.03288903215652024,0.48096291877541214,Physiology,body temp
calcium,Clinical Chemistry,8366,8425,2.2056032324828267,0.018440292403347176,0.007443242351138466,0.003500255339648603,2.2028542322860183,0.01843744485850129,0.00688293030700294,0.0035127456014459324,0.0027490001811137994,7.216675744459689e-4,1.3995312100430614e-4,5.603120444975248e-4,6.516369602276096e-4,0.38988375208798043,0.02591702580261206,0.02629268,0.05897705218153482,0.969458521772479,Physiology,calcium
chloride,Clinical Chemistry,6176,6149,4.698101780677692,0.011240707811140598,0.0017731328002039452,0.0030900847683694734,4.6902263547260645,0.011239656467632416,5.723310968401614e-4,0.0030961248966035458,0.007875425948575071,4.3914803328276786e-4,6.530287315987159e-71,0.001200801709078694,4.1374288422316727e-4,0.003711786509645784,0.014267599406239251,0.013393416,0.05898525626536665,0.967065891305669,Physiology,chloride
creatine kinase,Clinical Chemistry,4339,4390,5.285226162681832,0.2662479976812095,-0.06602688489818725,0.06014412851471432,5.243981458314281,0.26624879326832934,-0.09921794839328767,0.06106479447055208,0.041244704396669975,0.026420144875808085,0.11853837953990586,0.03319106350692509,0.025585644841372334,0.19458200270531292,0.70260971,0.6870067932806383,0.09655347397128682,0.7299027776402369,Physiology,creatine kinase
creatinine,Clinical Chemistry,7564,7667,-1.2054495037589044,0.4960204444929963,-0.0018384706519895722,0.007666737353309023,-1.3208381322031617,0.49601287284530676,-0.01878120366614294,0.008059543619489526,0.11538862844427723,0.004876756951134595,2.4763561688357922e-121,0.016942733014151713,0.004495054352188243,1.6446477506008468e-4,0.16895169416520542,0.16850349,0.0341132726562265,0.996106891308504,Physiology,creatinine
free fatty acids,Clinical Chemistry,3135,3249,-0.1305857620386532,0.36518998278591075,0.06377120575697054,0.01753101585521838,-0.18030979502429856,0.36509330041460375,0.07071921710811098,0.018616865332865832,0.049724032804217035,0.010787158174682957,4.121384908207252e-6,-0.006948011485387732,0.00980920950216736,0.47877792703854016,0.2730127,0.2555671557615061,0.0692082322925878,0.9467246152956106,Physiology,free fatty acids
fructosamine,Clinical Chemistry,4390,4468,5.417426786752475,0.07704987948066332,0.005485268663691175,0.009917500372108479,5.3673951531581565,0.07704817370288282,0.009949751159586833,0.009943558035169126,0.05003163360500571,0.0019493957942588252,1.119846774856451e-139,-0.004464482491641853,0.0018773958337394603,0.01742925302136063,0.05049865,0.05366491057560955,0.12484563498758393,0.9451030178250744,Physiology,fructosamine
glycerol,Clinical Chemistry,1977,2014,-2.07142190661215,0.043902292481186156,0.05238460518591169,0.024202724064366854,-2.14838521430703,0.04419331690504306,0.12159044995459825,0.02477688077583178,0.07696330768653478,0.010642431678568052,5.782532557402291e-13,-0.06920584475526838,0.010849433803310559,2.0093257851639498e-10,0.196234519,0.21677253062071444,0.24471966243878193,0.5892211838817716,Physiology,glycerol
glycosilated hemoglobin a1c (hba1c),Clinical Chemistry,362,362,1.3851574428325153,0.016378658365209273,0.011522424491178535,0.0034472878040136368,1.419014909329511,0.01635816655752473,0.01589372243748795,0.003252462650655119,-0.033857466496598605,0.0043985239304794406,5.218671705729108e-14,-0.0043712979462825685,0.004077371995122067,0.28408125119611516,0.02911225,0.030158604279101976,0.53552672966949,0.8402155736838907,Physiology,hemoglobin
hdl cholesterol,Plasma Chemistry,483,470,4.092757623526384,0.09016941900534073,0.05416391991044761,0.020611374742870486,4.333921978619699,0.08997626028591912,0.05630727442155791,0.019030670873224066,-0.2411643550930633,0.013917211181325563,4.9420940065242966e-58,-0.002143354509327105,0.012661690110554815,0.8656166848815259,0.13680629,0.11135457734868714,0.5953680515576361,0.8933132442777071,Physiology,hdl-cholesterol
hdl-cholesterol,Clinical Chemistry,8305,8353,4.049251098319767,0.03284318905826219,0.07395184444070702,0.0067656461086419645,4.193256559702509,0.03279729922762688,0.0617096569482518,0.006828628748290149,-0.14400546132739558,0.0036488598047700075,0,0.012242187451947188,0.0033480920181944364,2.5658700289590803e-4,0.1411759,0.1338615757228169,0.5380177341226687,0.8165442316359198,Physiology,hdl-cholesterol
iron,Clinical Chemistry,6746,6815,-2.022421302178344,0.05822798149799412,0.03757574897712315,0.009382799261425333,-2.2076104382415602,0.05820385212773886,0.015277801843409709,0.009324603200258522,0.18518913606414386,0.0040011669956737375,0,0.022297947152230158,0.0037855608438382687,3.957125167564319e-9,0.147496702,0.12345853046704554,0.33183022630888337,0.8084655933619855,Physiology,iron
