parameter_name,procedure_name,f_n,m_n,f_intercept,f_intercept_se,f_slope,f_slope_se,m_intercept,m_intercept_se,m_slope,m_slope_se,fm_diff_int,fm_diff_int_se,fm_diff_int_p,fm_diff_slope,fm_diff_slope_se,fm_diff_slope_p,f_sd,m_sd,r_m,r_c,Category,parameter_group,lnVR,VlnVR,low_lnVR,high_lnVR,t_val_sd,p_val_sd,Zr,VZr,SMD,v_SMD,lnRR,v_lnRR
fecal boli,Light-Dark Test,1504,1489,0.5787835096963804,0.02692202283867108,-0.0778627846288314,0.02740333370054445,1.0972487062356726,0.02941303526343576,-0.01941654008461701,0.02716241616727894,-0.5184651965392634,0.03828400089814499,1.709462956631061e-40,-0.05844624454422054,0.03639966226655781,0.10845926207875949,0.6531191,0.7751149995505283,0.298685656025658,0.3596169680855117,Behaviour,fecal boli,-0.17125526573830355,6.69585014207666e-4,-0.17256762825073835,-0.1699429032258688,-6.618218044537161,4.2920555998193777e-11,0.30807589472152314,3.3444816053511704e-4,-0.641316607765823,0.0014051934402027266,-0.7513671143478666,0.0017603856349705164
forelimb and hindlimb grip strength measurement mean,Grip Strength,12362,12416,5.293352908591636,0.04596146354394901,0.05453299658044022,0.00491068444356357,5.282680420074684,0.04594928006741295,0.05561438037417269,0.00485352692922207,0.01067248815882253,0.00317523753685985,7.774938350218825e-4,-0.00108138379996001,0.00291082823629919,0.7102659472431081,0.127516794,0.13131321288831432,0.20225023529301303,0.8611055058736435,Behaviour,limb strength,-0.02933715796739634,8.073669884560143e-5,-0.02949539898936438,-0.02917891694542831,-3.2649951862708257,0.00109614455107687,0.2050776528278992,4.0363269424823414e-5,-0.25252290689730067,1.6272107949213355e-4,-0.06236479976124767,9.83053871594304e-6
forelimb and hindlimb grip strength normalised against body weight,Grip Strength,12355,12405,2.1845185985551456,0.04615348576361004,-0.08822208071005319,0.00454164258635034,2.166252814760469,0.04614238502484317,-0.0904438681584221,0.0044456595884079,0.01826578159626352,0.00316454759800312,7.940424691088985e-9,0.00222178750458302,0.0028977351319723,0.4432489794594188,0.12698446,0.1310596032975813,0.36004773581116833,0.8752096024739335,Behaviour,limb strength,-0.03158732676682614,8.079535266332607e-5,-0.03174568274816447,-0.03142897078548781,-3.514145043475273,4.419590570190479e-4,0.37694074580413106,4.03926162297532e-5,0.5459977409666661,1.6757161059442085e-4,0.14995127493278065,1.2032905559174663e-5
forelimb grip strength measurement mean,Grip Strength,12367,12430,4.598057326526202,0.05483129670200597,0.05634616199176367,0.00631669569658348,4.602012369342053,0.05480799694589428,0.05236966223821116,0.00624902304677585,-0.00395504291339214,0.00398224522642201,0.3206386377282909,0.0039764997320574,0.00365682948599435,0.2768645075975416,0.16344254,0.16232533751728723,0.1814901145591585,0.847428368695044,Behaviour,limb strength,0.00685911861363661,8.067495929707329e-5,0.00670099859896011,0.00701723862831311,0.7636580525542708,0.4450783106386691,0.18352312774431748,4.0332338468984434e-5,-0.2916623450538115,1.6302614353063923e-4,-0.08055085166960918,1.2231516502362614e-5
forelimb grip strength normalised against body weight,Grip Strength,12360,12419,1.4908014646878012,0.05557000567117599,-0.08637688283297446,0.00612076734054238,1.4867868893694918,0.05554694068912515,-0.09378896934345156,0.0060401945022815,0.0040145751961182,0.00397767742209845,0.31285345858142083,0.00741208648998539,0.00365010969518486,0.04230294435026276,0.16314896,0.1621222497088157,0.2898711589471718,0.8578858891647971,Behaviour,limb strength,0.00631316231782806,8.073351408150478e-5,0.00615492753788296,0.00647139709777317,0.7026192228686172,0.482299680538218,0.2984255978693118,4.036164029706167e-5,0.4390763024331266,1.653180789125864e-4,0.13140554389479703,1.4386311135231295e-5
horizontal activity,Light-Dark Test,111,84,7.39334567127316,0.07214295205456457,-0.0525761591104548,0.07554229709581961,7.23514109782682,0.08717288313838234,0.15755855926932544,0.07319728810423284,0.1582045734155702,0.10709743390174044,0.1416245565662944,-0.21013471834130645,0.10290294381255764,0.04281827194109849,0.2969726,0.28432551025447617,0.16553128569532286,0.5358302351042012,Behaviour,horizontal activity,0.0419769240921742,0.01080246913580246,0.02080447364189585,0.06314937454245256,0.4038769751233696,0.6867503368663195,0.16706852460888114,0.00520833333333333,0.22894230079796377,0.021048167265295695,0.068241101182678,0.00182503224295367
latency to center entry,Open Field,6566,6537,2.0931259389624652,0.2290946591247806,0.10831438403337726,0.06105652600953187,2.0426465570231365,0.2282904394830581,0.044220716644367,0.05889298511782905,0.05047938193975079,0.062067241278131,0.41606190158863143,0.06409366738930801,0.05780941407652772,0.2675798536518165,1.89856483,1.8992625815876516,0.02906217367154771,0.4640912227435386,Behaviour,latency to center entry,-3.6778589629861825e-4,1.5270747543959628e-4,-6.670870483302617e-4,-6.848474426697477e-5,-0.02976219256855646,0.9762571647041588,0.02907035988734981,7.633587786259542e-5,-0.07933981766029315,3.055153016134643e-4,-0.13313532548344473,8.450763464532733e-4
latency to fall mean,Rotarod,1869,1970,4.801071812393475,0.02180255141275715,-0.1095311985076866,0.01498877623424494,4.840682568783936,0.02101534269372145,-0.07182152617874131,0.01299621847559714,-0.03961075639065042,0.02000226488190875,0.04774638158084678,-0.03770967232967096,0.018076132261765,0.03703642021473169,0.35501008636423487,0.3505268,0.16509626776104705,0.6629920985059384,Behaviour,latency to fall mean,0.01272279425291982,5.221470446722475e-4,0.01169940485072819,0.01374618365511145,0.5567831605215756,0.5777080627900606,0.16662128419228495,2.6068821689259646e-4,0.2913342196276133,0.00105371408481257,0.11326908137040008,1.5790497532345394e-4
latency to first transition into dark,Light-Dark Test,1844,1791,2.0119634883516144,0.9883524819142973,0.01294574647240016,0.08381039829265076,2.44562627233859,0.9890541497548349,-0.03770392437513021,0.07558150167798684,-0.43366278398678776,0.07769388108974397,2.5752117415785507e-8,0.05064967085755691,0.0684271178651775,0.45923222188908286,1.43438521,1.4171543204032075,0.09009264891985563,0.7892896436886354,Behaviour,latency to first transition into dark,0.01207742058945585,5.512335845099261e-4,0.01099702261674748,0.01315781856216422,0.5144063912420237,0.6069991813397693,0.09033759414607964,2.7533039647577095e-4,-0.21607014199348742,0.0011070684165330425,-0.2880168534986055,0.0019479241518306966
latency to immobility,Tail Suspension,586,585,3.094652961092811,0.5394271385915561,0.00992673126216508,0.02631937903396547,3.1363487904228187,0.5391709593546651,-0.06183236657114029,0.02506107348797669,-0.04169582933171705,0.03087802310527234,0.1771911598086492,0.07175909783141167,0.02753928390062622,0.00929539487361242,0.33372963,0.32205178801039197,0.03944554512318724,0.9219263846991524,Behaviour,latency to immobility,0.03561733560517103,0.00171673946231425,0.03225258808819643,0.03898208312214563,0.8596253878768538,0.39017182122548455,0.03946602268936551,8.561643835616438e-4,-0.03857894343048254,0.0034165218484251665,-0.035523979675754075,0.0028745575761196826
learning difference,Rotarod,620,612,4.73606460073036,0.03707844021285422,-0.04166087358662407,0.03751435577399172,4.751566750914931,0.0356695209689209,0.00481947507411183,0.03533716092588728,-0.01550215018500412,0.03249752366605501,0.6334354140537829,-0.04648034866070196,0.03261300731625391,0.15437078279379107,0.39207399956444056,0.371079855,0.05176881251940136,0.15225836691073183,Behaviour,learning difference,0.05502266904930429,0.00163139083387225,0.05182520177020591,0.05822013632840267,1.3622682804620967,0.17336263413556408,0.05181513400501676,8.136696501220504e-4,0.053782741086254575,0.0032480640919137667,0.04152642941138771,0.0019352480606819912
learning slope,Rotarod,620,611,3.584974055770578,0.03649599546650124,-0.02964803433476314,0.03681886618442104,3.606106686997195,0.03301516874454342,-0.00724917743623995,0.03256457480081699,-0.02113263122795826,0.03267557630255671,0.5179300721959497,-0.02239885689949273,0.03258823577473508,0.49201514032630744,0.4110924345770721,0.33908138,0.03623551526319418,0.17041536623463155,Behaviour,learning slope,0.19256595763950016,0.00163274119252751,0.1893658437060713,0.19576607157292905,4.765635682760541,2.107080301794184e-6,0.03625138699790741,8.143322475570033e-4,0.06144054296181915,0.003251097718950144,0.04404843300081619,0.0016674369395675544
light side distance travelled,Light-Dark Test,111,84,6.21601714632012,0.22288311556625393,-0.3434353222744941,0.23773212209021463,5.855640165034577,0.2885069044492163,0.4879535895635657,0.24614575769930544,0.360376983431584,0.35070057258329396,0.3057225127598693,-0.8313889114573887,0.33572929534903706,0.01433354382163837,0.9393093,0.9889884697654776,0.1851685061782305,0.4948511891148491,Behaviour,distance travelled,-0.05308106501196254,0.01080246913580246,-0.07425351546224089,-0.03190861456168419,-0.5107144088567248,0.6101347174654759,0.18732945347470803,0.00520833333333333,0.23127172659916753,0.021050916071525167,0.15337598069409733,0.009057105218154839
light side time spent,Light-Dark Test,1844,1791,4.995979809536298,0.48669642818954567,-0.11174227324540097,0.08731238158367255,5.289680888931252,0.4868624431653966,-0.12090440732751875,0.08613971743380884,-0.2937010794071215,0.03075127658145676,2.426772410890667e-21,0.00916213411097052,0.02802792262585068,0.7437695586285464,0.5951422,0.5804451650476163,0.10167561429717224,0.8330695869185634,Behaviour,time spent,0.02499698296928254,5.512335845099261e-4,0.02391658499657417,0.02607738094199091,1.064681626836207,0.2870907825127085,0.10202817555976935,2.7533039647577095e-4,-0.5577210365341682,0.0011434324396873289,-0.280289027219013,2.724755675845581e-4
light sleep bout lengths mean,Sleep Wake,864,842,6.286340535756538,0.01091068632523809,0.00758856215720948,0.01049692510758336,6.4285493119002926,0.01088554487979773,-0.01422965854953361,0.00979466344911924,-0.142208776143889,0.01437283432580159,2.022524438874552e-22,0.02181822070654676,0.01348463188303546,0.10586599868389726,0.17169643,0.18482969036216787,0.3447556913800254,0.4550385050138588,Behaviour,light sleep bout lengths mean,-0.07372206029138455,0.00117666764953023,-0.0760282865062372,-0.07141583407653189,-2.1491689481197196,0.03176147666224827,0.35947973854459997,5.871990604815032e-4,-0.7397922991691309,0.002505458162969089,-0.14028279967220914,8.31167487734673e-5
light sleep bout lengths standard deviation,Sleep Wake,864,842,6.674385793506635,0.01791869451877522,-0.02458286802929567,0.01648602954542267,6.791574712604044,0.01571571810396916,-0.06950186167582244,0.01301851428124501,-0.11718891909729762,0.02094977419407592,2.6246006392440576e-8,0.04491899364676598,0.01929445448282949,0.02003691073382059,0.2668549,0.2323942062470734,0.15416891142312752,0.4349426415670649,Behaviour,light sleep bout lengths standard deviation,0.1382547429465836,0.00117666764953023,0.13594851673173097,0.14056096916143626,4.030446236807022,5.8123978783131136e-5,0.15540806298089532,5.871990604815032e-4,-0.1451828910105667,0.002351233492960952,-0.039754301007683006,1.758452776058515e-4
locomotor activity,Combined SHIRPA and Dysmorphology,9460,9489,3.04300388387471,0.06327534037439964,0.01545754629631587,0.02002368890669384,2.903230338220189,0.06329054072985613,6.849292762942407e-4,0.0198709387405603,0.13977354569817885,0.01015205205651031,6.894849615682427e-43,0.01477261705710387,0.00926066652678071,0.11068683949992426,0.34371645,0.3873083598657516,0.13388766843251831,0.6564307743429125,Behaviour,locomotor activity,-0.11940396542435948,1.055801450336667e-4,-0.119610898706108,-0.119197032142611,-11.62057513105867,0,0.13469640414233075,5.278158978148422e-5,0.25740179166592864,2.128416913813927e-4,0.09454873462414438,2.865481304029741e-5
ma threshold inducing clonic seizure,Electroconvulsive Threshold Testing,788,750,1.807132029188271,0.01270336288270944,0.01293078518012881,0.0066150668205291,1.9332267701200565,0.01277581925372888,0.03063308661243848,0.00639161273129064,-0.12609474093180237,0.00875268136088662,1.5354426838433347e-43,-0.0177023014323074,0.0080826726781282,0.02870368812052443,0.094973536,0.0957593760265608,0.42344368702641966,0.8663596419793399,Behaviour,ma threshold inducing clonic seizure,-0.00827266221071046,0.00130628671799725,-0.01083293713146811,-0.00571238728995281,-0.2288895872730011,0.8189852043347075,0.45188066534618015,6.514657980456026e-4,-1.1736032189824832,0.003050140165289911,-0.1668374800094906,5.199363474550674e-5
peak wake with respect to dark onset median,Sleep Wake,864,842,1.367960195002676,0.02776142346369756,0.06419069914028018,0.02585868076746898,1.020932908004366,0.03245322702727246,-0.00309267413010106,0.02912772195864939,0.3470272869980798,0.03929223170929712,2.7411387102202867e-18,0.06728337327007425,0.03637293662607404,0.06453101482493274,0.4081548,0.5555200953848357,0.2851147676750907,0.43289344201798863,Behaviour,peak wake with respect to dark onset median,-0.3082734969888845,0.00117666764953023,-0.31057972320373717,-0.30596727077403185,-8.98688702727716,0,0.2932406455638123,5.871990604815032e-4,0.43171681706703846,0.0023996805440442783,0.22467415513627675,6.813127702278847e-4
percent time in dark,Light-Dark Test,1844,1791,4.395644229023498,0.01963182583716247,0.04752671206641554,0.03676721543349852,4.27703206729817,0.02263987620688912,0.03945246703881232,0.03715508951344033,0.11861216171890657,0.0184894974680025,1.6087767986539682e-10,0.00807424504868415,0.01834218157062764,0.6598205346237096,0.3209701803,0.4710839228308538,0.10558868746266065,0.2305118104911568,Behaviour,percent time,-0.38369608623081,5.512335845099261e-4,-0.3847764842035184,-0.38261568825810166,-16.342539169663215,0,0.10598373520997956,2.7533039647577095e-4,0.5160912059268206,0.001137283523352013,0.08463556409227871,3.0657417342656014e-5
percent time in light,Light-Dark Test,1844,1791,2.5003618771751097,0.2854130806141673,-0.14011930147724727,0.11569390585149536,2.83273828567431,0.28582394379479364,-0.1275829747944443,0.11248372067154912,-0.332376408504028,0.0437836797273884,4.0992386437859066e-14,-0.01253632667520051,0.04043670865345778,0.7565627948956555,0.8840319,0.7885454341380288,0.12057226274949312,0.5772760956115408,Behaviour,percent time,0.11429507171048352,5.512335845099261e-4,0.11321467373777516,0.1153754696831919,4.8681020040544185,1.1747063188849438e-6,0.12116169266261675,2.7533039647577095e-4,-0.5161147061576234,0.0011372868599513486,-0.2980568427369277,3.57489371604886e-4
percentage center time,Open Field,9048,8998,2.5998397179533295,0.1572871583246178,-0.04720884639627688,0.02701290016207601,2.658597209898746,0.1572805188087047,-0.03306375811062886,0.02566203824784124,-0.058757492342385,0.01699366767211731,5.464165741996155e-4,-0.01414508827240429,0.01532360048817406,0.35597346302255006,0.6468697,0.5842991497186892,0.03173397634668153,0.7235700873978989,Behaviour,percentage center time,0.10173148156057644,1.108655966661658e-4,0.10151418898398622,0.10194877413716669,9.661776122637884,0,0.03174463530461994,5.5423155794490936e-5,-0.011462083756398431,2.2166111032736314e-4,-0.008047939873149482,1.0928436761805077e-4
periphery average speed,Open Field,8693,8662,2.008155517365078,0.2303779122866331,0.01693128462661796,0.01315529446351701,1.9081514021535495,0.23037501468075605,0.01040571480540002,0.01293780280454045,0.10000411465936368,0.0052138168233636,4.822647982552509e-81,0.00652556892117057,0.00473618600604156,0.16828186692116626,0.19300631,0.1828226410289651,0.0505319457199148,0.973587970294001,Behaviour,periphery average speed,0.05420616849904577,1.1528078769158148e-4,0.05398022230706086,0.05443211469103067,5.048591632072276,4.495849874608382e-7,0.0505750224659549,5.763024435223605e-5,0.09139584401878342,2.30722521615978e-4,0.08462815303260021,1.9707933034145971e-4
